['Legenda'],['Perfil'],['Tipo'],['Assunto']
"['DEU', 'MÍDIA', '|', 'jornal', 'Redação', 'informa', 'Semad', 'frente', 'oficina', 'dedicada', 'elaboração', 'plano', 'manejo', 'Parque', 'Estadual', 'Araguaia', '.', 'oficina', 'acontece', 'sexta-feira', '(', '1º', ')', 'reúne', 'representantes', 'poder', 'público', 'municipal', '.', '“', 'partir', 'dessa', 'construção', 'inicial', 'plano', 'manejo', 'vamos', 'abrir', 'período', 'discussões', 'sobre', 'documento', 'chegar', 'denominador', 'comum', 'sociedade', '”', 'disse', 'chefe', 'interino', 'Parque', 'Estadual', 'Araguaia', 'Caio', 'Sousa', '.', 'Neste', 'momento', 'Semad', 'realiza', 'discussões', 'representantes', 'setor', 'pesqueiro', 'turismo', 'poder', 'público', 'federal', 'estadual', 'municipal', '.', 'oficina', 'ocorre', 'distrito', 'Luiz', 'Alves', 'Miguel', 'Araguaia', '.', 'PEA', 'unidade', 'conservação', 'situada', 'área', 'transição', 'Cerrado', 'Floresta', 'Amazônica', 'alta', 'diversidade', 'biológica', '.', 'UC', 'situa', 'bacia', 'hidrográfica', 'Araguaia', 'área', 'período', 'chuvoso', 'alagável', '.', 'parque', 'grandes', 'quantidades', 'aves', 'residentes', 'migratórias', 'além', 'outros', 'representantes', 'fauna', 'brasileira', 'ameaçados', 'extinção', '.']",['semadgoias'],['informativo'],['outros']
"['parou', 'pensar', 'importância', 'água', 'vida', '?', 'Seminário', 'Internacional', 'estarão', 'presentes', '22', 'países', 'diversos', 'estados', 'Brasil', 'possibilitando', 'encontros', 'técnicos', 'gestores', 'tomadores', 'decisão', 'promoverão', 'trocas', 'experiências', 'diálogos', 'sobre', 'desafios', 'oportunidades', 'soluções', 'possíveis', 'gerenciamento', 'integrado', 'recursos', 'hídricos', 'foco', 'desenvolvimento', 'sustentável', 'melhoria', 'indicadores', 'socioeconômicos', 'bacias', 'hidrográficas', 'aquíferos', 'transfronteiriços', '.']",['semadgoias'],['informativo'],['sustentabilidade']
"['Embora', 'calor', 'deva', 'predominar', 'Goiás', 'nesta', 'segunda-feira', '(', '4', ')', 'chegada', 'frente', 'fria', 'oriunda', 'Sudeste', 'Brasil', 'pode', 'proporcionar', 'pancadas', 'chuva', 'isoladas', 'região', 'centro-sul', 'Estado', 'terça', 'quinta', '.', 'prevê', 'Centro', 'Informações', 'Metereológicas', 'Secretaria', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Goiás', '(', 'Semad', ')', '.', 'Goiânia', 'termômetros', 'podem', 'chegar', '33ºC', 'nesta', 'segunda', 'umidade', 'ar', 'variando', '35', '%', '85', '%', '.', 'tendência', 'temperaturas', 'elevadas', 'todo', 'Estado', '.', 'máximas', '37ºC', 'regiões', 'Oeste', 'Norte', '35ºC', 'Leste', 'Sudoeste', 'Central', '34ºC', 'Sul', 'goiano', '.', 'passagem', 'frente', 'fria', 'sol', 'volta', 'predominar', 'sexta', 'sábado', 'território', 'inteiro', '.', 'Confira', 'previsão', 'Semad', 'tempo', 'alguns', 'municípios', 'nesta', 'segunda', ':', 'Porangatu', ':', '21ºC/36ºC', 'Catalão', ':', '19ºC/32ºC', 'Jataí', ':', '19ºC/33ºC', 'Rio', 'Verde', ':', '20ºC/33ºC', 'Luziânia', ':', '19ºC/32ºC', 'Anápolis', ':', '19ºC/30ºC', 'Goiânia', ':', '19ºC/33ºC', 'Itumbiara', ':', '19ºC/34ºC', 'Três', 'Ranchos', ':', '19ºC/31ºC', 'Formosa', ':', '19ºC/31ºC', 'Cristalina', ':', '18ºC/30ºC', 'Santa', 'Helena', ':', '20ºC/34ºC', 'Ceres', ':', '20ºC/35ºC', 'Goianésia', ':', '20ºC/35ºC', 'Iporá', ':', '20ºC/34ºC', 'Aruanã', ':', '23º/37ºC']",['semadgoias'],['informativo'],['clima']
"['Semana', 'feriado', 'quinta', 'gente', 'começa', '?', 'show', 'cachoeira', 'claro', '!', 'Cachoeira', 'Almécegas', 'atrativos', 'sensacional', 'Parque', 'Estadual', 'Águas', 'Paraíso', '(', 'Peap', ')', '24', 'unidades', 'conservação', 'Semad', '.', 'Tá', 'lugar', 'pra', 'ir', 'feriado', '?', 'Marca', 'alguém', 'aqui', 'pra', 'dar', 'olhada', 'nessa', 'dica', '!']",['semadgoias'],['informativo'],['outros']
"['mês', 'comemoramos', 'dia', 'Cerrado', 'amanhã', 'vai', 'grande', 'dia', '!', '!', 'Governador', 'Ronaldo', 'Caiado', 'secretária', 'Andréa', 'Vulcanis', 'representantes', 'diversos', 'setores', 'econômicos', 'assinam', 'Pacto', 'Desmatamento', 'Ilegal', 'Zero', '.', 'aqui', 'parceria', 'agro', 'governo', 'estado', 'pauta', 'Desmatamento', 'Ilegal', 'Zero', 'permite', 'crescer', 'ainda', 'forma', 'sustentável', 'sempre', 'respeitando', 'preservando', 'meio', 'ambiente', '.', '@', 'andrea_vulcanis', '@', 'ronaldocaiado', '@', 'governodegoias']",['semadgoias'],['politica'],['desmatamento']
"['Terça-feira', '05', 'setembro', '2023', 'dia', 'histórico', 'Goiás', '.', 'Representantes', 'diversos', 'setores', 'economia', 'assinarão', 'documento', 'comprometem', 'lado', 'governo', 'somar', 'esforços', 'acabar', 'desmatamento', 'ilegal', '2030', '.', 'pacto', 'mostra', 'amadurecemos', 'busca', 'modelo', 'sustentável', 'resultado', 'aposta', 'diálogo', '.']",['semadgoias'],['politica'],['desmatamento']
"['planeta', 'clama', 'grande', 'ajuste', 'rota', 'forma', 'usamos', 'recursos', 'naturais', '.', 'Água', 'elemento', 'vital', 'tema', 'central', 'Seminário', 'Internacional', 'Águas', 'Futuro', '.', 'grande', 'encontro', 'reunirá', 'lideres', 'políticos', 'sociais', 'técnicos', 'especialistas', 'ambientalistas', 'gestores', 'vindos', 'outros', '22', 'países', 'America', 'Latina', 'Caribe', 'muita', 'gente', 'interessante', 'Brasil', '.', 'encontro', 'promete', 'importante', 'passo', 'cultura', 'proteção', 'preservação', 'ambiental', 'grande', 'união', 'diversos', 'atores', 'prol', 'projetos', 'ideias', 'programas', 'soluções', 'gerenciamento', 'integrado', 'recursos', 'hídricos', '.', 'desenvolvimento', 'sustentável', 'melhoria', 'indicadores', 'socioeconômicos', 'bacias', 'hidrográficas', 'aquíferos', 'transfronteiriços', 'meta', 'Futuro', 'ação', 'presente', '.', '#', 'goias', '#', 'aguasparaofuturo', '#', 'planeta', '#', 'meioambiente', '#', 'sustentavel', '#', 'encontro', '#', 'embaixadas', '#', 'americas', '#', 'agua', '#', 'rioquente']",['semadgoias'],['informativo'],['sustentabilidade']
"['dia', '29', 'agosto', 'Goiás', 'juntou', 'outros', '11', 'estados', 'aderiu', 'Consórcio', 'Brasil', 'Verde', 'criado', 'lidar', 'efeitos', 'adversos', 'mudança', 'clima', 'País', '.', 'Trata-se', 'sinalização', 'Estado', 'dá', 'âmbito', 'local', 'internacional', 'comprometidos', 'debater', 'assunto', 'seriedade', 'exige', '.', 'Convidamos', 'gerente', 'Mudanças', 'Climáticas', 'Semad', 'Milvo', 'Gabriel', 'di', 'Domenico', 'responder', 'algumas', 'perguntas', 'sobre', 'consórcio', '.', '#', 'goias', '#', 'carbono', '#', 'mudancasclimaticas']",['semadgoias'],['informativo'],['clima']
"['governador', 'Ronaldo', 'Caiado', 'representantes', 'setores', 'diversos', 'economia', 'mineral', 'industrial', 'agropecuário', 'assinam', 'nesta', 'terça-feira', '(', '05/09', ')', 'pacto', 'compromisso', 'zerar', 'desmatamento', 'ilegal', 'Goiás', '2030', '.', 'solenidade', 'acontece', 'Palácio', 'Esmeraldas', '14h30', '.', 'Estado', 'vai', 'comprometer', 'promover', 'ações', 'educação', 'ambiental', 'aperfeiçoar', 'Cadastro', 'Ambiental', 'Rural', '(', 'CAR', ')', 'agilizar', 'regularização', 'propriedades', 'criar', 'incentivos', 'práticas', 'sustentáveis', 'fortalecer', 'trabalho', 'fiscalização', 'manter', 'celeridade', 'análise', 'pedidos', 'licença', 'ambiental', 'formular', 'programas', 'Pagamento', 'Serviço', 'Ambiental', '(', 'PSA', ')', 'estimular', 'agricultura', 'baixo', 'carbono', '.', 'setores', 'economia', 'subscreverão', 'pacto', 'assumirão', 'compromisso', 'não', 'realizar', 'desmatamento', 'ilegal', 'respeitar', 'leis', 'meio', 'ambiente', 'preservar', 'Áreas', 'Preservação', 'Permanente', '(', 'APPs', ')', 'reservas', 'legais', 'investir', 'técnicas', 'agrícolas', 'sustentáveis', '.']",['semadgoias'],['politica'],['desmatamento']
"['pacto', 'desmatamento', 'ilegal', 'zero', 'envolve', 'setores', 'economia', 'Governo', 'Goiás', 'projeta', 'cumprimento', 'integral', 'meta', '2030', '.', 'metas', 'serem', 'cumpridas', 'ano', 'ano', 'mostra', 'post', '.', 'chegar', 'lá', 'todos', 'envolvidos', 'assumiram', 'série', 'compromissos', '.', 'Estado', 'vai', 'comprometer', 'promover', 'ações', 'educação', 'ambiental', 'aperfeiçoar', 'Cadastro', 'Ambiental', 'Rural', '(', 'CAR', ')', 'agilizar', 'regularização', 'propriedades', 'criar', 'incentivos', 'práticas', 'sustentáveis', 'fortalecer', 'trabalho', 'fiscalização', 'manter', 'celeridade', 'análise', 'pedidos', 'licença', 'ambiental', 'formular', 'programas', 'Pagamento', 'Serviço', 'Ambiental', '(', 'PSA', ')', 'estimular', 'agricultura', 'baixo', 'carbono', '.', 'setores', 'economia', 'subscreverão', 'pacto', 'assumirão', 'compromisso', 'não', 'realizar', 'desmatamento', 'ilegal', 'respeitar', 'leis', 'meio', 'ambiente', 'preservar', 'Áreas', 'Preservação', 'Permanente', '(', 'APPs', ')', 'reservas', 'legais', 'investir', 'técnicas', 'agrícolas', 'sustentáveis', '.', '@', 'ronaldocaiado', '@', 'andrea_vulcanis', '@', 'governodegoias']",['semadgoias'],['politica'],['desmatamento']
"['novas', 'tecnologias', 'empenho', 'equipes', 'Goiás', 'vem', 'conseguindo', 'reduzir', 'consideravelmente', 'índice', 'desmatamento', 'ilegal', '.', 'assinatura', 'Pacto', 'Desmatamento', 'Ilegal', 'Zero', 'vai', 'acontecer', 'hoje', 'aqui', 'Palácio', 'Esmeraldas', 'esperamos', 'zerar', 'atividade', '2030', '.']",['semadgoias'],['tecnologia'],['desmatamento']
"['momento', 'histórico', 'representantes', 'governo', 'setor', 'produtivo', 'assinaram', 'nesta', 'terça-feira', '(', '05/09', ')', 'pacto', 'desmatamento', 'ilegal', 'zero', 'Goiás', '.', 'personagens', 'subscreveram', 'documento', 'comprometeram', 'unir', 'esforços', 'meta', 'atingida', '2030', '.', 'solenidade', 'aconteceu', 'Palácio', 'Esmeraldas', 'conduzida', 'governador', 'Ronaldo', 'Caiado', '.', '``', 'cumprir', 'lei', '.', 'Não', 'faremos', 'concessões', '.', 'Não', 'podemos', 'admitir', 'descumprimento', 'norma', 'legal', '.', 'total', 'parceria', 'entidades', 'setor', 'produtivo', 'dizendo', 'aqui', 'não', 'vamos', 'tolerar', 'nenhum', 'desmatamento', 'não', 'autorização', 'prévia', 'Secretaria', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', ""''"", 'disse', 'governador', 'Ronaldo', 'Caiado', '.', 'secretária', 'Meio', 'Ambiente', 'Andréa', 'Vulcanis', 'afirma', 'Estado', 'setores', 'economia', 'assumiram', 'compromissos', 'importantes', 'viabilizar', 'assinatura', 'pacto', '.', 'iniciativa', 'privada', 'comprometeu', 'não', 'desmatar', 'ilegalmente', 'respeitar', 'limites', 'Código', 'Florestal', 'enquanto', 'governo', 'vai', 'aperfeiçoar', 'Cadastro', 'Ambiental', 'Rural', '(', 'CAR', ')', 'manter', 'agilidade', 'regularização', 'propriedades', 'análise', 'pedidos', 'licença', 'desenvolver', 'programas', 'pagamento', 'serviço', 'ambiental', 'fortalecer', 'equipes', 'fiscalização', 'outros', 'pontos', '.', '``', 'pacto', 'insere', 'contexto', 'avanços', 'importantes', '.', 'investimos', 'tecnologia', 'receberemos', 'breve', 'reforço', '98', 'servidores', 'aprovados', 'concurso', 'fim', 'ano', 'todos', 'alertas', 'desmatamento', 'emitidos', 'Goiás', 'autuação', 'embargo', '.', 'hoje', '75', '%', '.', 'ano', 'passado', '31', 'hectares', 'desmatados', 'licença', '63', 'mil', 'fiscalizados', 'Semad', ""''"", 'afirma', 'secretária', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', '.']",['semadgoias'],['politica'],['desmatamento']
"['MUDANÇAS', 'CLIMÁTICAS|', 'Reunindo', 'representantes', 'outros', 'estados', 'brasileiros', 'setor', 'produtivo', '22', 'países', 'governador', 'Ronaldo', 'Caiado', 'lançará', 'Estratégia', 'Goiás', 'Carbono', 'Neutro', '2050', 'próxima', 'semana', '.', 'manchete', 'reportagem', 'jornalista', 'Aline', 'Bouhid', 'Jornal', 'Opção', 'publicada', 'última', 'terça-feira', '(', '6', ')', '.', 'pacto', 'assinado', 'durante', 'programação', 'Seminário', '“', 'Águas', 'Futuro', '”', 'ocorre', 'dias', '10', '13', 'setembro', 'cidade', 'Rio', 'Quente', '.', '``', 'acordo', 'governo', 'estratégia', 'zerar', 'emissões', 'carbono', 'formada', 'três', 'eixos', ':', 'Território', 'Sustentável', ';', 'Plano', 'Ação', 'Trajetória', 'Climática', 'Fomento', 'Mercado', 'Carbono', ""''"", 'antecipa', 'Aline', '.', 'Curiosos', '?', 'gente', 'espera', 'lançamento', 'Estratégia', 'lá', 'seminário', '!', '@', 'ronaldocaiado', '@', 'andrea_vulcanis', '@', 'governodegoias', '@', 'milvogabriel', '@', 'bento_jrocha', '@', 'aguasparaofuturo', '@', 'jornalopcao']",['semadgoias'],['politica'],['clima']
"['Diário', 'Oficial', 'Estado', 'publicou', 'edição', 'dia', '06', 'setembro', '2023', 'decreto', 'governador', 'Ronaldo', 'Caiado', 'declara', 'situação', 'emergência', 'ambiental', 'Goiás', 'razão', 'alta', 'probabilidade', 'ocorrência', 'incêndios', 'florestais', '.', 'decreto', 'autoriza', 'órgãos', 'integram', 'Comitê', 'Estadual', 'Gestão', 'Incêndios', 'Florestais', 'adotar', 'medidas', 'necessárias', 'prevenção', 'combate', 'incêndios', 'florestais', 'ficam', 'comuns', 'Goiás', 'período', 'estiagem', '.', 'caso', 'necessidade', 'permite-se', 'adquirir', 'contratar', 'serviços', 'mediante', 'dispensa', 'licitação', 'forma', 'lei', 'federal', '8666', ';', 'suspender', 'execução', 'contratos', 'administrativos', 'gere', 'direito', 'rescisão', 'contratado', '(', 'termos', 'lei', '8.666', ')', ';', 'autorizar', 'adoção', 'medidas', 'contratação', 'prazo', 'indeterminado', 'atendimento', 'necessidade', 'temporária', 'excepcional', 'interesse', 'público', '.', 'decreto', 'governador', 'suspende', 'uso', 'fogo', 'vegetação', 'ressalvados', 'casos', 'autorização', 'Semad', 'solicita', 'façam', 'ações', 'publicidade', 'conscientizar', 'população', 'respeito', 'risco', 'advém', 'uso', 'fogo', 'limpeza', 'terreno', 'nessa', 'época', 'ano', '.', 'Celeridade', ""''"", 'decreto', 'ajudará', 'ações', 'emergenciais', '.', 'Muitas', 'vezes', 'enfrentando', 'queimadas', 'necessário', 'adquirir', 'equipamento', 'última', 'hora', 'contratar', 'exemplo', 'aeronave', 'fazer', 'combate', 'fogo', '.', 'Então', 'gente', 'deixa', 'decreto', 'sobreaviso', 'necessário', 'casos', 'excepcionais', 'gente', 'consiga', 'atuar', 'forma', 'rápida', ""''"", 'explica', 'secretária', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Andréa', 'Vulcanis', '.', 'secretária', 'afirma', 'embora', 'havido', 'incêndio', 'consumiu', '35', '%', 'Parque', 'Estadual', 'Águas', 'Paraíso', '(', 'Peap', ')', 'ocorrências', 'desse', 'ano', 'menores', '.', '``', 'ano', 'atravessando', 'período', 'estiagem', 'forma', 'tranquila', 'porque', 'antecipação', 'chuvas', 'umidecendo', 'vegetação', '.', 'bom', 'gente', 'precaver', 'decreto', 'contempla', 'nesse', 'sentido', ':', 'evitar', 'não', 'preparados', 'situação', 'necessidade', ""''"", 'completa', '.']",['semadgoias'],['informativo'],['queimadas']
"['Governo', 'Goiás', 'Organização', 'Nações', 'Unidas', 'Educação', 'Ciência', 'Cultura', '(', 'Unesco', ')', 'promovem', 'juntos', 'seminário', 'internacional', 'pensado', 'discutir', 'meios', 'garantir', 'disponibilidade', 'água', 'mundo', 'futuro', '.', 'evento', 'acontece', 'dias', '10', '13', 'setembro', 'Rio', 'Quente', 'reunirá', 'representantes', 'outros', 'estados', 'brasileiros', 'setor', 'produtivo', '22', 'países', '.', 'seminário', 'programado', 'Secretaria', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', '(', 'Semad', ')', 'acontecer', 'enquanto', 'comemora', 'Dia', 'Cerrado', '11', 'setembro', '.', '``', 'debate', 'sobre', 'água', 'transversal', 'presente', 'todos', 'tópicos', 'agenda', '.', 'escolhemos', 'eixo', 'central', ""''"", 'afirma', 'secretária', 'Andréa', 'Vulcanis', '.', '``', 'simbólico', 'seminário', 'aconteça', 'município', 'cuja', 'economia', 'gira', 'torno', 'água', 'cerrado', 'berço', 'águas', 'bacias', 'brasileiras', ""''"", '.', 'município', 'localizado', 'junto', 'serras', 'Caldas', 'Novas', 'faz', 'parte', 'maior', 'bacia', 'hidrotermal', 'mundo', '.', 'Goiás', 'ainda', 'banhado', 'três', 'importantes', 'bacias', 'hidrográficas', ':', 'Paraná', 'Araguaia-Tocantins', 'Francisco', '.', 'gestora', 'sediar', 'evento', 'deste', 'porte', 'Estado', 'contribui', 'discussão', 'global', 'sobre', 'sustentabilidade', 'gestão', 'responsável', 'recursos', 'naturais', '.', '``', 'administração', 'governador', 'Ronaldo', 'Caiado', 'vitrine', 'mundo', 'inteiro', 'área', 'meio', 'ambiente', '.', 'Baixamos', 'sensivelmente', 'prazo', 'emissão', 'licenças', 'ambientais', 'podia', 'chegar', 'quatro', 'anos', 'hoje', '37', 'dias', 'média', ';', 'reduzimos', '80', '%', 'incêndios', 'unidades', 'conservação', ';', 'avançando', 'desmatamento', 'agenda', 'mudanças', 'climáticas', '.', 'Goiás', 'avançou', ""''"", 'completa', 'Vulcanis', '.', 'programação', 'evento', 'disponível', 'site', 'https', ':', '//aguasparaofuturo.com.br/', '.', 'abertura', 'realizada', 'domingo', '(', '10/09', ')', 'premiação', 'vencedores', 'concurso', 'fotografia', 'promovido', 'Semad', 'tema', 'seminário', '.', 'três', 'dias', 'seguintes', 'palestras', 'oficinas', 'debates', '.']",['semadgoias'],['informativo'],['fluvial']
"['Cerrado', 'berço', 'águas', 'bacias', 'brasileiras', 'coração', 'discussão', 'global', 'sobre', 'sustentabilidade.•', 'Junte-se', 'Seminário', ""'Águas"", 'Futuro', ""'"", 'Rio', 'Quente', '.', 'Vamos', 'garantir', 'futuro', 'água', 'todos', '!', '#', 'Cerrado', '#', 'Sustentabilidade', '#', 'ÁguasPara0Futuro']",['semadgoias'],['campanha'],['sustentabilidade']
"['“', 'chamado', 'urgente', 'ação', '”', ':', 'título', 'carta', 'construída', 'conjunto', 'participantes', 'seminário', 'internacional', 'Águas', 'Futuro', 'promovido', 'Secretaria', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Goiás', '(', 'Semad', ')', 'conjunto', 'Unesco', '10', '13', 'setembro', 'município', 'Rio', 'Quente', '.', 'Participaram', 'encontro', '700', 'representantes', 'poder', 'público', 'setor', 'produtivo', '20', 'países', 'América', 'Latina', '.', 'carta', 'diz', 'fundamental', 'compreender', 'agenda', 'Água', 'matriz', 'vida', 'não', 'mera', 'mercadoria', '.', 'Pondera', 'alterações', 'ciclo', 'água', 'representam', 'risco', 'desenvolvimento', 'ligadas', 'forma', 'indissociável', 'variabilidade', 'mudanças', 'clima', 'modo', 'dificultar', 'previsões', 'impor', 'desafios', 'gestão', 'recursos', 'hídricos', '.', 'desequilíbrio', 'continua', 'texto', 'gera', 'críses', 'aumenta', 'nível', 'mar', 'cria', 'série', 'desafios', 'difíceis', 'superar', '.', 'evitar', 'cenário', 'indesejável', 'estabeleça', 'Carta', 'Goiás', 'pede', 'comprometimento', 'todos', 'favor', 'construção', 'ambientes', 'instituições', 'políticas', 'regulamentos', 'robustos', 'investimentos', 'suficientes', 'recursos', 'humanos', 'capacitados', 'abordagens', 'específicas', 'cada', 'região', 'país', '.', 'palavra-chave', 'documento', 'fechou', 'seminário', '``', 'cooperação', ""''"", '.', '``', 'cooperação', 'compartilhamento', 'experiências', 'soluções', 'regiões', 'estados', 'países', 'estratégias', 'essenciais', 'promover', 'gestão', 'sustentável', 'Água', 'potencializar', 'exploração', 'sinergias', 'cumprimento', 'Agenda', '2030', 'Desenvolvimento', 'Sustentável', ""''"", 'diz', 'trecho', '.', 'carta', 'requer', 'estreitamento', 'parcerias', 'transfronteiriças', 'regionais', 'gestão', 'águas', 'internacionais', 'superficiais', 'subterrâneas', 'meio', 'acordo', 'institucionais', 'voltados', 'financiamento', 'governança', 'compartilhamento', 'dados', 'exemplo', '.', 'lembra', 'papel', 'águas', 'subterrâneas', 'assunto', 'amplamente', 'debatido', 'Rio', 'Quente', 'não', 'pode', 'negligenciado', ':', '``', 'tornar', 'invisível', 'visível', ""''"", 'alerta', 'documento', '.']",['semadgoias'],['politica'],['sustentabilidade']
"['Secretaria', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Goiás', '(', 'Semad', ')', 'realizou', 'dias', '20', '27', 'agosto', 'deste', 'ano', 'operação', 'objetivo', 'fiscalizar', 'todos', 'alertas', 'desmatamento', 'emitidos', '2023', 'Mineiros', 'região', 'sudoeste', '.', 'município', 'destaque', 'negativo', 'primeiro', 'lugar', 'ranking', 'cidades', 'maior', 'área', 'desmatada', 'Goiás', 'neste', 'ano', 'segundo', 'dados', 'Deter/Inpe', '.', 'total', 'equipes', 'Semad', 'fiscalizaram', '32', 'alertas', 'desmatamento', 'semana', 'totalizando', 'R', '$', '17', 'milhão', 'autuações', '.', 'área', 'desmatada', 'forma', 'ilegal', 'alvo', 'medidas', 'administrativas', 'secretaria', '15', 'mil', 'hectares', '.', 'Nesse', 'universo', '15', 'mil', 'hectares', 'cerca', '11', 'mil', 'áreas', 'passíveis', 'desmatamento', 'conforme', 'estabelece', 'legislação', 'vigor', '.', 'Entretanto', 'infratores', 'fizeram', 'supressão', 'vegetação', 'devido', 'licenciamento', 'ambiental', '(', 'processo', 'previsão', 'ações', 'compensação', 'ambiental', 'afugentamento', 'fauna', 'outras', 'medidas', 'necessárias', 'minimização', 'impacto', 'ambiental', ')', '.', 'Semad', 'identificou', 'casos', 'empreendedor', 'autorização', 'município', 'suprimir', 'vegetação', 'área', 'desmatou', 'além', 'limites', 'polígono', 'dentro', 'havia', 'sido', 'autorizado', 'agir', '.', 'razão', 'Semad', 'aplicou', 'autuação', '.', 'Destaca-se', 'oito', 'empreendimentos', 'fiscais', 'identificaram', 'desmatamento', 'áreas', 'preservação', 'permanente', '(', 'APPs', ')', 'caracteriza', 'crime', 'contra', 'flora', 'previsto', 'artigo', '38', 'lei', 'federal', '9.605', '1998', '.', 'empreendedores', 'poderão', 'responder', 'criminalmente', 'além', 'ter', 'arcar', 'penalização', 'administrativa', 'lavrada', 'Semad', '.']",['semadgoias'],['informativo'],['desmatamento']
"['governador', 'Ronaldo', 'Caiado', 'secretária', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Andréa', 'Vulcanis', 'lançaram', 'Estratégia', 'Goiás', 'Carbono', 'Neutro', '2050', 'durante', 'seminário', 'internacional', 'Águas', 'Futuro', 'aconteceu', 'município', 'Rio', 'Quente', '10', '13', 'setembro', 'deste', 'ano', '(', 'use', 'QR', 'code', 'ter', 'acesso', 'íntegra', 'documento', ')', '.', 'proposta', 'Estratégia', 'orientar', 'ações', 'Estado', 'promoção', 'sustentabilidade', 'mitigação', 'efeitos', 'mudanças', 'climáticas', 'Goiás', '.', 'meta', 'promover', 'net-zero', '2050', 'meio', 'desenvolvimento', 'matriz', 'produtiva', 'tecnologicamente', 'sofisticada', 'ambientalmente', 'limpa', 'economicamente', 'competitiva', 'mercado', 'nacional', 'internacional', '.', 'sucesso', 'fundamental', 'engajamento', 'diversos', 'setores', 'meio', 'espaços', 'discussão', 'instrumentos', 'monitoramento', 'Fórum', 'Goiano', 'Mudança', 'Climática', '.', 'Somente', 'assim', 'poderá', 'tornar', 'iniciativa', 'metas', 'responsabilidades', 'resultados', 'compartilhados', 'garantindo', 'ações', 'abrangentes', 'inclusivas', 'atendam', 'necessidades', 'todos', '.', 'Eixos', 'atuação', 'Estratégia', 'formada', 'três', 'eixos', ':', 'Sustentabilidade', 'Territorial', ';', 'Plano', 'Ação', 'Trajetória', 'Climática', ';', 'Fomento', 'Mercado', 'Carbono', '.', 'Eixo', '1', 'objetivo', 'construir', 'parcerias', 'lideranças', 'setor', 'público', 'engajamento', 'setor', 'privado', 'vistas', 'produzir', 'emitindo', 'menos', 'longo', 'toda', 'cadeia', 'valor', '.', 'busca-se', 'mobilização', 'setores', 'produtivos', 'pactuação', 'metas', '.', 'Eixo', '2', 'objetiva-se', 'determinar', 'compromissos', 'metas', 'ações', 'curto', 'médio', 'longo', 'prazo', 'enfrentamento', 'crise', 'climática', 'Goiás', '.', 'Assim', 'possível', 'harmonizar', 'medidas', 'União', 'diretrizes', 'internacionais', 'aplicáveis', '.', 'tanto', 'análises', 'risco', 'vulnerabilidade', 'mudança', 'climática', 'desenvolvidas', '2024', '2025', 'sistema', 'estadual', 'monitoramento', 'implementado', '.', 'fim', 'Eixo', '3', 'buscaremos', 'estabelecer', '2026', 'mecanismos', 'estaduais', 'promover', 'redução', 'certificada', 'emissões', 'acesso', 'mercados', 'nacionais', 'globais', 'fomento', 'economia', 'baseada', 'Cerrado', 'pé', '.']",['semadgoias'],['politica'],['meio-ambiente']
